MEETING_DATE	RACE_TIME	HORSE	JOCKEY	TRAINER	START_POS	FINISH_POS
16/4/2010	11:00:00	498	901878	977118	3	3
16/4/2010	11:00:00	501	196289	223541	1	1
16/4/2010	11:00:00	556	120700	991002	7	7
16/4/2010	11:00:00	615	178838	698906	2	2
16/4/2010	11:00:00	1028	137579	790516	4	4
16/4/2010	11:00:00	1114	695045	856366	6	6
16/4/2010	12:00:00	161	578682	351713	2	2
16/4/2010	12:00:00	297	217758	145055	5	5
16/4/2010	12:00:00	542	925004	219621	4	4
16/4/2010	12:00:00	584	764538	547811	6	6
16/4/2010	12:00:00	600	719571	535927	8	8
16/4/2010	12:00:00	858	290547	850941	7	7
16/4/2010	12:00:00	871	419526	619083	3	3
16/4/2010	12:00:00	1106	889237	472604	1	1
16/4/2010	13:00:00	332	780512	689961	8	8
16/4/2010	13:00:00	382	957160	765741	4	4
16/4/2010	13:00:00	616	861194	670077	1	1
16/4/2010	13:00:00	846	413027	580445	7	7
16/4/2010	13:00:00	882	628058	693551	6	6
16/4/2010	13:00:00	920	238724	761594	5	5
16/4/2010	13:00:00	1017	356338	776017	2	2
16/4/2010	13:00:00	1127	414264	472604	3	3
16/4/2010	14:00:00	87	772943	776017	1	1
16/4/2010	14:00:00	118	237777	328199	8	8
16/4/2010	14:00:00	247	954965	169863	3	3
16/4/2010	14:00:00	100	946049	580445	7	7
16/4/2010	14:00:00	429	364514	440714	6	6
16/4/2010	14:00:00	538	356338	283978	2	2
16/4/2010	14:00:00	656	901878	412000	5	5
16/4/2010	14:00:00	786	948735	197858	4	4
16/4/2010	15:00:00	25	594594	965847	2	2
16/4/2010	15:00:00	124	785010	305248	4	4
16/4/2010	15:00:00	229	780512	333823	1	1
16/4/2010	15:00:00	348	118028	241875	5	5
16/4/2010	15:00:00	620	114171	740142	7	7
16/4/2010	15:00:00	675	772943	787143	8	8
16/4/2010	15:00:00	798	270790	693551	6	6
16/4/2010	15:00:00	1067	387682	698906	3	3
16/4/2010	16:00:00	103	457667	988746	3	3
16/4/2010	16:00:00	298	243611	776017	5	5
16/4/2010	16:00:00	347	409562	567635	2	2
16/4/2010	16:00:00	361	818483	721000	8	8
16/4/2010	16:00:00	532	183574	911477	7	7
16/4/2010	16:00:00	562	237478	689961	4	4
16/4/2010	16:00:00	672	884937	984187	1	1
16/4/2010	16:00:00	966	572449	799046	6	6
16/4/2010	17:00:00	73	958254	616205	4	4
16/4/2010	17:00:00	132	786197	688064	1	1
16/4/2010	17:00:00	305	114171	653975	8	8
16/4/2010	17:00:00	680	470111	228927	6	6
16/4/2010	17:00:00	841	339194	840368	5	5
16/4/2010	17:00:00	914	735442	351713	2	2
16/4/2010	17:00:00	927	986732	759358	3	3
16/4/2010	17:00:00	970	629915	859454	7	7
16/4/2010	18:00:00	121	289182	465603	7	7
16/4/2010	18:00:00	183	113233	328199	2	2
16/4/2010	18:00:00	205	237777	145055	1	1
16/4/2010	18:00:00	270	382899	988746	4	4
16/4/2010	18:00:00	570	700982	799046	3	3
16/4/2010	18:00:00	632	602021	787143	6	6
16/4/2010	18:00:00	900	628058	991002	8	8
16/4/2010	18:00:00	1127	987071	547811	5	5
16/4/2010	19:00:00	249	245386	567635	2	2
16/4/2010	19:00:00	467	572449	255332	3	3
16/4/2010	19:00:00	777	677154	740142	5	5
16/4/2010	19:00:00	788	206264	145055	7	7
16/4/2010	19:00:00	808	413027	450417	6	6
16/4/2010	19:00:00	931	428437	942530	8	8
16/4/2010	19:00:00	951	635090	242451	1	1
16/4/2010	19:00:00	1048	229550	193578	4	4
16/4/2010	20:00:00	10	183574	670077	7	7
16/4/2010	20:00:00	91	425015	705133	4	4
16/4/2010	20:00:00	238	620911	616205	6	6
16/4/2010	20:00:00	428	412829	776017	1	1
16/4/2010	20:00:00	644	319304	766033	5	5
16/4/2010	20:00:00	819	986945	907758	8	8
16/4/2010	20:00:00	878	393081	357060	3	3
16/4/2010	20:00:00	966	597177	907758	2	2
23/4/2010	11:00:00	338	272950	619083	4	4
23/4/2010	11:00:00	415	800935	535927	8	8
23/4/2010	11:00:00	482	122357	111456	2	2
23/4/2010	11:00:00	514	180808	740142	3	3
23/4/2010	11:00:00	939	534717	333823	7	7
23/4/2010	11:00:00	982	630739	765741	6	6
23/4/2010	11:00:00	1029	578682	186798	1	1
23/4/2010	11:00:00	1085	120700	104125	5	5
23/4/2010	12:00:00	91	700982	288537	7	7
23/4/2010	12:00:00	204	299216	186798	8	8
23/4/2010	12:00:00	304	425015	506291	4	4
23/4/2010	12:00:00	366	254075	615135	5	5
23/4/2010	12:00:00	422	170136	730316	2	2
23/4/2010	12:00:00	535	574762	431657	3	3
23/4/2010	12:00:00	726	780512	698805	1	1
23/4/2010	12:00:00	1110	175953	305248	6	6
23/4/2010	13:00:00	39	478532	834539	4	4
23/4/2010	13:00:00	189	277465	787143	3	3
23/4/2010	13:00:00	216	290126	693551	1	1
23/4/2010	13:00:00	382	764538	993930	8	8
23/4/2010	13:00:00	458	238724	840368	6	6
23/4/2010	13:00:00	561	907206	928043	7	7
23/4/2010	13:00:00	927	861194	269418	5	5
23/4/2010	13:00:00	931	454372	406168	2	2
23/4/2010	14:00:00	302	861470	314056	1	1
23/4/2010	14:00:00	352	286332	145055	2	2
23/4/2010	14:00:00	513	747591	288537	8	8
23/4/2010	14:00:00	100	889937	653975	3	3
23/4/2010	14:00:00	818	611891	186798	5	5
23/4/2010	14:00:00	919	986945	249592	4	4
23/4/2010	14:00:00	1006	446912	405828	6	6
23/4/2010	14:00:00	1009	630739	266989	7	7
23/4/2010	15:00:00	76	629915	193578	5	5
23/4/2010	15:00:00	88	407086	726784	2	2
23/4/2010	15:00:00	156	407465	509388	7	7
23/4/2010	15:00:00	206	810167	259625	8	8
23/4/2010	15:00:00	491	575458	647001	6	6
23/4/2010	15:00:00	624	242898	473400	3	3
23/4/2010	15:00:00	665	724043	121976	1	1
23/4/2010	15:00:00	984	493047	670077	4	4
23/4/2010	16:00:00	90	338616	859454	7	7
23/4/2010	16:00:00	212	175953	705133	5	5
23/4/2010	16:00:00	241	217758	406168	2	2
23/4/2010	16:00:00	354	492404	984187	8	8
23/4/2010	16:00:00	410	178838	930762	1	1
23/4/2010	16:00:00	708	566232	173571	3	3
23/4/2010	16:00:00	757	572449	248180	4	4
23/4/2010	16:00:00	802	763901	718092	6	6
23/4/2010	17:00:00	124	106572	727326	7	7
23/4/2010	17:00:00	272	237777	940415	4	4
23/4/2010	17:00:00	332	412829	856366	5	5
23/4/2010	17:00:00	614	861194	580445	6	6
23/4/2010	17:00:00	617	341340	710330	3	3
23/4/2010	17:00:00	792	290126	928043	1	1
23/4/2010	17:00:00	793	237547	670077	2	2
23/4/2010	17:00:00	1020	534717	151200	8	8
23/4/2010	18:00:00	9	986945	748043	2	2
23/4/2010	18:00:00	107	454372	911477	8	8
23/4/2010	18:00:00	119	666141	710330	7	7
23/4/2010	18:00:00	375	724043	726784	3	3
23/4/2010	18:00:00	450	574762	824587	5	5
23/4/2010	18:00:00	721	832373	616205	1	1
23/4/2010	18:00:00	833	492404	254734	6	6
23/4/2010	18:00:00	1115	747591	277644	4	4
23/4/2010	19:00:00	125	954965	776017	3	3
23/4/2010	19:00:00	159	889937	721000	2	2
23/4/2010	19:00:00	206	628058	412000	6	6
23/4/2010	19:00:00	507	419526	988746	8	8
23/4/2010	19:00:00	550	901878	288537	4	4
23/4/2010	19:00:00	624	320934	877436	5	5
23/4/2010	19:00:00	641	986945	193578	1	1
23/4/2010	19:00:00	998	861470	721000	7	7
23/4/2010	20:00:00	63	116886	228927	2	2
23/4/2010	20:00:00	201	296796	993930	3	3
23/4/2010	20:00:00	231	785010	357060	8	8
23/4/2010	20:00:00	358	987071	978375	7	7
23/4/2010	20:00:00	589	178838	989464	5	5
23/4/2010	20:00:00	733	889237	412000	1	1
23/4/2010	20:00:00	978	677154	351713	6	6
23/4/2010	20:00:00	987	290126	138405	4	4
30/4/2010	11:00:00	79	864023	810862	7	3
30/4/2010	11:00:00	159	473695	151200	1	5
30/4/2010	11:00:00	220	273710	197858	4	8
30/4/2010	11:00:00	380	178838	726784	6	2
30/4/2010	11:00:00	443	955713	248180	3	7
30/4/2010	11:00:00	498	120700	993930	5	1
30/4/2010	11:00:00	820	457667	455628	2	6
30/4/2010	11:00:00	928	339194	104125	8	4
30/4/2010	12:00:00	163	456715	431657	8	4
30/4/2010	12:00:00	297	428437	580445	7	3
30/4/2010	12:00:00	315	687620	799046	6	2
30/4/2010	12:00:00	351	534717	724981	5	1
30/4/2010	12:00:00	367	492404	426665	4	8
30/4/2010	12:00:00	447	175953	465603	2	6
30/4/2010	12:00:00	675	954965	740142	1	5
30/4/2010	12:00:00	688	747591	965847	3	7
30/4/2010	13:00:00	40	620911	940415	1	5
30/4/2010	13:00:00	220	611891	412000	8	4
30/4/2010	13:00:00	262	602021	241875	5	1
30/4/2010	13:00:00	436	800995	790516	2	6
30/4/2010	13:00:00	463	862404	740142	7	3
30/4/2010	13:00:00	464	955713	567635	3	7
30/4/2010	13:00:00	479	296796	779583	6	2
30/4/2010	13:00:00	958	456715	726932	4	8
30/4/2010	14:00:00	371	290126	660213	4	8
30/4/2010	14:00:00	551	763901	783531	8	4
30/4/2010	14:00:00	657	413027	197858	2	6
30/4/2010	14:00:00	100	516197	197858	7	3
30/4/2010	14:00:00	842	341340	761594	1	5
30/4/2010	14:00:00	961	735442	554133	5	1
30/4/2010	14:00:00	1055	772943	693551	3	7
30/4/2010	14:00:00	1105	237777	759358	6	2
30/4/2010	15:00:00	22	298350	223541	3	7
30/4/2010	15:00:00	122	516197	138405	7	3
30/4/2010	15:00:00	256	808974	175514	1	5
30/4/2010	15:00:00	519	763901	526023	2	6
30/4/2010	15:00:00	636	800935	928043	6	2
30/4/2010	15:00:00	666	237547	710330	5	1
30/4/2010	15:00:00	829	868404	104125	4	8
30/4/2010	15:00:00	835	864769	911477	8	4
30/4/2010	16:00:00	48	296796	567635	4	8
30/4/2010	16:00:00	343	719571	277644	1	5
30/4/2010	16:00:00	410	750919	104125	2	6
30/4/2010	16:00:00	687	122357	223242	8	4
30/4/2010	16:00:00	770	362145	114366	6	2
30/4/2010	16:00:00	820	789772	554133	3	7
30/4/2010	16:00:00	921	805858	223242	7	3
30/4/2010	16:00:00	1092	967477	526023	5	1
30/4/2010	17:00:00	150	270790	807669	4	8
30/4/2010	17:00:00	294	629915	521771	1	5
30/4/2010	17:00:00	422	116510	537261	6	2
30/4/2010	17:00:00	450	447300	693551	3	7
30/4/2010	17:00:00	556	128084	465603	7	3
30/4/2010	17:00:00	597	954965	509388	8	4
30/4/2010	17:00:00	898	763901	759358	5	1
30/4/2010	17:00:00	1006	356338	931212	2	6
30/4/2010	18:00:00	76	214585	643694	7	3
30/4/2010	18:00:00	181	889937	248180	2	6
30/4/2010	18:00:00	238	407086	567635	6	2
30/4/2010	18:00:00	295	572449	807669	4	8
30/4/2010	18:00:00	375	170136	726932	1	5
30/4/2010	18:00:00	410	454372	682880	8	4
30/4/2010	18:00:00	421	270790	530075	3	7
30/4/2010	18:00:00	1033	541607	928043	5	1
30/4/2010	19:00:00	164	907206	682880	5	1
30/4/2010	19:00:00	216	136242	564312	4	8
30/4/2010	19:00:00	469	382899	705133	3	7
30/4/2010	19:00:00	581	492404	513480	6	2
30/4/2010	19:00:00	592	516197	223541	2	6
30/4/2010	19:00:00	777	238724	776017	1	5
30/4/2010	19:00:00	890	907206	513480	7	3
30/4/2010	19:00:00	975	901878	173571	8	4
30/4/2010	20:00:00	27	838400	709977	5	1
30/4/2010	20:00:00	77	620911	698906	8	4
30/4/2010	20:00:00	117	329527	726784	1	5
30/4/2010	20:00:00	241	735781	726932	4	8
30/4/2010	20:00:00	331	861194	930762	6	2
30/4/2010	20:00:00	396	772943	197858	2	6
30/4/2010	20:00:00	491	986945	580445	7	3
30/4/2010	20:00:00	659	864769	799046	3	7
7/5/2010	11:00:00	76	954138	283978	6	7
7/5/2010	11:00:00	212	862404	670077	1	2
7/5/2010	11:00:00	487	217758	724981	2	3
7/5/2010	11:00:00	685	419526	783531	8	1
7/5/2010	11:00:00	841	572449	223242	3	4
7/5/2010	11:00:00	894	986945	727326	5	6
7/5/2010	11:00:00	986	747323	145055	7	8
7/5/2010	11:00:00	1011	170136	989464	4	5
7/5/2010	12:00:00	46	329527	509388	1	2
7/5/2010	12:00:00	463	102257	710330	2	3
7/5/2010	12:00:00	510	426652	705133	6	7
7/5/2010	12:00:00	856	955657	991002	8	1
7/5/2010	12:00:00	946	242898	412000	7	8
7/5/2010	12:00:00	962	516197	615135	4	5
7/5/2010	12:00:00	968	446912	240594	5	6
7/5/2010	12:00:00	1015	889237	186043	3	4
7/5/2010	13:00:00	221	677154	277644	6	7
7/5/2010	13:00:00	237	889237	988746	4	5
7/5/2010	13:00:00	483	237547	197858	7	8
7/5/2010	13:00:00	568	895452	748043	1	2
7/5/2010	13:00:00	591	296796	229925	5	6
7/5/2010	13:00:00	734	167510	219621	3	4
7/5/2010	13:00:00	923	217758	400612	2	3
7/5/2010	13:00:00	996	747323	214781	8	1
7/5/2010	14:00:00	19	249146	554133	7	8
7/5/2010	14:00:00	320	214013	761594	3	4
7/5/2010	14:00:00	512	328458	509388	6	7
7/5/2010	14:00:00	100	234861	698906	5	6
7/5/2010	14:00:00	601	864023	212872	4	5
7/5/2010	14:00:00	642	578682	214781	2	3
7/5/2010	14:00:00	1008	880925	730316	8	1
7/5/2010	14:00:00	1021	290126	616205	1	2
7/5/2010	15:00:00	269	800935	431657	1	2
7/5/2010	15:00:00	483	214585	718092	8	1
7/5/2010	15:00:00	525	338616	229925	3	4
7/5/2010	15:00:00	539	137579	537261	5	6
7/5/2010	15:00:00	628	128084	261170	4	5
7/5/2010	15:00:00	888	814306	840368	7	8
7/5/2010	15:00:00	971	303998	693551	2	3
7/5/2010	15:00:00	1099	780773	240594	6	7
7/5/2010	16:00:00	114	719618	526023	2	3
7/5/2010	16:00:00	148	957160	856366	7	8
7/5/2010	16:00:00	249	237478	978375	5	6
7/5/2010	16:00:00	366	395271	647001	1	2
7/5/2010	16:00:00	416	238724	730939	6	7
7/5/2010	16:00:00	941	629915	928043	3	4
7/5/2010	16:00:00	1000	116886	580445	8	1
7/5/2010	16:00:00	1086	629915	848045	4	5
7/5/2010	17:00:00	173	343873	175514	8	1
7/5/2010	17:00:00	200	341340	825637	5	6
7/5/2010	17:00:00	440	868404	856366	7	8
7/5/2010	17:00:00	486	789772	254734	6	7
7/5/2010	17:00:00	513	602021	877436	4	5
7/5/2010	17:00:00	570	128084	169863	2	3
7/5/2010	17:00:00	790	428437	765741	1	2
7/5/2010	17:00:00	974	310343	880432	3	4
7/5/2010	18:00:00	12	561648	214781	7	8
7/5/2010	18:00:00	32	810167	212872	4	5
7/5/2010	18:00:00	142	835000	537261	8	1
7/5/2010	18:00:00	380	780773	131132	1	2
7/5/2010	18:00:00	557	382899	426665	5	6
7/5/2010	18:00:00	613	277465	850941	2	3
7/5/2010	18:00:00	785	214013	242451	3	4
7/5/2010	18:00:00	993	339194	104125	6	7
7/5/2010	19:00:00	26	272950	412000	5	6
7/5/2010	19:00:00	138	367509	931212	7	8
7/5/2010	19:00:00	518	803614	539827	8	1
7/5/2010	19:00:00	768	367509	993930	2	3
7/5/2010	19:00:00	830	880925	357060	6	7
7/5/2010	19:00:00	902	861470	241875	4	5
7/5/2010	19:00:00	908	808974	726932	3	4
7/5/2010	19:00:00	980	885453	261170	1	2
7/5/2010	20:00:00	113	695045	988746	2	3
7/5/2010	20:00:00	650	492404	653975	8	1
7/5/2010	20:00:00	678	516197	850351	6	7
7/5/2010	20:00:00	744	800935	554133	1	2
7/5/2010	20:00:00	841	786197	155239	4	5
7/5/2010	20:00:00	933	590266	357060	3	4
7/5/2010	20:00:00	952	206264	698906	5	6
7/5/2010	20:00:00	1071	986945	288537	7	8
14/5/2010	11:00:00	430	763901	521771	8	6
14/5/2010	11:00:00	451	700783	465603	4	2
14/5/2010	11:00:00	485	254659	993930	7	5
14/5/2010	11:00:00	568	214585	465603	2	8
14/5/2010	11:00:00	651	760890	513480	1	7
14/5/2010	11:00:00	953	362145	242451	5	3
14/5/2010	11:00:00	959	454372	642314	3	1
14/5/2010	11:00:00	967	764538	931212	6	4
14/5/2010	12:00:00	31	328458	138405	6	4
14/5/2010	12:00:00	41	658563	357060	5	3
14/5/2010	12:00:00	541	954965	539827	1	7
14/5/2010	12:00:00	615	948735	229925	2	8
14/5/2010	12:00:00	643	925004	412000	7	5
14/5/2010	12:00:00	974	339194	186798	3	1
14/5/2010	12:00:00	989	780512	455628	4	2
14/5/2010	12:00:00	1067	290126	718092	8	6
14/5/2010	13:00:00	295	367509	228927	2	8
14/5/2010	13:00:00	497	541607	965847	6	4
14/5/2010	13:00:00	786	889237	473400	7	5
14/5/2010	13:00:00	795	170136	968489	8	6
14/5/2010	13:00:00	870	206264	907587	1	7
14/5/2010	13:00:00	923	341340	114366	4	2
14/5/2010	13:00:00	1064	948735	824587	3	1
14/5/2010	13:00:00	1125	242898	236134	5	3
14/5/2010	14:00:00	97	299216	726784	2	8
14/5/2010	14:00:00	270	574762	810862	8	6
14/5/2010	14:00:00	310	254075	850351	5	3
14/5/2010	14:00:00	100	901878	688064	6	4
14/5/2010	14:00:00	617	229550	810862	1	7
14/5/2010	14:00:00	1063	590266	440714	7	5
14/5/2010	14:00:00	1065	658563	567635	4	2
14/5/2010	14:00:00	1123	948735	653975	3	1
14/5/2010	15:00:00	246	566232	186798	1	7
14/5/2010	15:00:00	345	864769	907758	4	2
14/5/2010	15:00:00	458	574762	660213	6	4
14/5/2010	15:00:00	751	102257	766033	5	3
14/5/2010	15:00:00	757	780773	228927	3	1
14/5/2010	15:00:00	845	382899	266989	2	8
14/5/2010	15:00:00	965	173454	537261	7	5
14/5/2010	15:00:00	1039	832373	186043	8	6
14/5/2010	16:00:00	152	114171	412000	2	8
14/5/2010	16:00:00	284	249146	400612	1	7
14/5/2010	16:00:00	492	254075	850351	5	3
14/5/2010	16:00:00	573	561648	431657	8	6
14/5/2010	16:00:00	721	148996	406168	3	1
14/5/2010	16:00:00	751	948735	693551	6	4
14/5/2010	16:00:00	926	395516	709977	4	2
14/5/2010	16:00:00	1012	214585	121976	7	5
14/5/2010	17:00:00	75	122357	539827	5	3
14/5/2010	17:00:00	538	832373	776017	3	1
14/5/2010	17:00:00	837	986732	988746	6	4
14/5/2010	17:00:00	877	685224	455628	8	6
14/5/2010	17:00:00	919	895452	977118	1	7
14/5/2010	17:00:00	920	122357	277644	2	8
14/5/2010	17:00:00	1000	310343	710330	4	2
14/5/2010	17:00:00	1091	183574	721000	7	5
14/5/2010	18:00:00	427	456715	151200	8	6
14/5/2010	18:00:00	457	687620	521771	5	3
14/5/2010	18:00:00	536	272950	151200	4	2
14/5/2010	18:00:00	711	880925	131132	1	7
14/5/2010	18:00:00	740	780512	653975	2	8
14/5/2010	18:00:00	822	901878	907587	3	1
14/5/2010	18:00:00	870	800935	333823	6	4
14/5/2010	18:00:00	890	272950	940415	7	5
14/5/2010	19:00:00	336	838400	426665	5	3
14/5/2010	19:00:00	555	273710	765741	3	1
14/5/2010	19:00:00	575	780773	721000	1	7
14/5/2010	19:00:00	721	946049	718092	6	4
14/5/2010	19:00:00	770	407465	616205	8	6
14/5/2010	19:00:00	897	464108	850351	7	5
14/5/2010	19:00:00	1104	329527	740142	4	2
14/5/2010	19:00:00	1107	178838	261170	2	8
14/5/2010	20:00:00	29	724043	341281	6	4
14/5/2010	20:00:00	65	447300	907758	7	5
14/5/2010	20:00:00	147	832373	114366	8	6
14/5/2010	20:00:00	259	760890	693551	1	7
14/5/2010	20:00:00	445	612043	241875	2	8
14/5/2010	20:00:00	783	464108	824587	3	1
14/5/2010	20:00:00	922	780512	513480	5	3
14/5/2010	20:00:00	957	768421	219621	4	2
21/5/2010	11:00:00	92	212192	212872	4	1
21/5/2010	11:00:00	334	254075	242451	8	5
21/5/2010	11:00:00	378	838400	261170	6	3
21/5/2010	11:00:00	385	666141	761594	2	7
21/5/2010	11:00:00	450	328458	766033	3	8
21/5/2010	11:00:00	745	986732	698805	1	6
21/5/2010	11:00:00	835	946049	799046	7	4
21/5/2010	11:00:00	970	180808	547811	5	2
21/5/2010	12:00:00	78	666141	121976	1	6
21/5/2010	12:00:00	187	516197	660213	3	8
21/5/2010	12:00:00	270	102257	643694	5	2
21/5/2010	12:00:00	280	861470	530075	7	4
21/5/2010	12:00:00	404	407086	619083	6	3
21/5/2010	12:00:00	632	566232	761594	2	7
21/5/2010	12:00:00	1063	677154	175514	4	1
21/5/2010	12:00:00	1126	196289	698906	8	5
21/5/2010	13:00:00	336	277465	537261	4	1
21/5/2010	13:00:00	419	341340	643694	1	6
21/5/2010	13:00:00	706	814306	698805	5	2
21/5/2010	13:00:00	827	785010	240594	7	4
21/5/2010	13:00:00	829	808974	647001	6	3
21/5/2010	13:00:00	940	719218	799046	2	7
21/5/2010	13:00:00	998	717367	440714	3	8
21/5/2010	13:00:00	1073	180926	977118	8	5
21/5/2010	14:00:00	43	328458	730316	7	4
21/5/2010	14:00:00	259	382899	705133	5	2
21/5/2010	14:00:00	380	196289	175514	3	8
21/5/2010	14:00:00	100	958254	530075	4	1
21/5/2010	14:00:00	636	575458	131132	6	3
21/5/2010	14:00:00	650	541607	730316	1	6
21/5/2010	14:00:00	732	492404	355492	8	5
21/5/2010	14:00:00	779	470111	223541	2	7
21/5/2010	15:00:00	198	958254	660213	2	7
21/5/2010	15:00:00	238	245386	993930	5	2
21/5/2010	15:00:00	379	955713	642314	8	5
21/5/2010	15:00:00	794	332099	907587	4	1
21/5/2010	15:00:00	1044	747591	214781	7	4
21/5/2010	15:00:00	1050	118028	223541	1	6
21/5/2010	15:00:00	1075	492404	249592	3	8
21/5/2010	15:00:00	1082	407086	730939	6	3
21/5/2010	16:00:00	142	700982	689961	1	6
21/5/2010	16:00:00	287	320934	942530	3	8
21/5/2010	16:00:00	581	889237	698805	2	7
21/5/2010	16:00:00	595	635090	907587	4	1
21/5/2010	16:00:00	750	895452	151200	8	5
21/5/2010	16:00:00	819	602021	406168	6	3
21/5/2010	16:00:00	1019	884937	748043	7	4
21/5/2010	16:00:00	1042	612043	283978	5	2
21/5/2010	17:00:00	22	884937	269418	5	2
21/5/2010	17:00:00	151	407086	705133	7	4
21/5/2010	17:00:00	184	764538	802157	3	8
21/5/2010	17:00:00	247	803614	721000	4	1
21/5/2010	17:00:00	295	805858	242451	2	7
21/5/2010	17:00:00	546	114171	907587	1	6
21/5/2010	17:00:00	798	561648	850941	8	5
21/5/2010	17:00:00	895	167510	989464	6	3
21/5/2010	18:00:00	95	572449	766033	7	4
21/5/2010	18:00:00	235	362145	236134	4	1
21/5/2010	18:00:00	281	735781	175514	6	3
21/5/2010	18:00:00	365	835000	450417	8	5
21/5/2010	18:00:00	417	811327	619083	3	8
21/5/2010	18:00:00	538	111244	766033	1	6
21/5/2010	18:00:00	600	818483	759358	5	2
21/5/2010	18:00:00	800	814306	726784	2	7
21/5/2010	19:00:00	11	719218	473400	7	4
21/5/2010	19:00:00	271	901878	776017	8	5
21/5/2010	19:00:00	359	955713	169863	3	8
21/5/2010	19:00:00	438	541607	259625	1	6
21/5/2010	19:00:00	675	719218	537261	5	2
21/5/2010	19:00:00	789	136242	850351	6	3
21/5/2010	19:00:00	843	566232	229925	4	1
21/5/2010	19:00:00	1082	724043	248180	2	7
21/5/2010	20:00:00	86	299216	859454	5	2
21/5/2010	20:00:00	141	967477	219621	6	3
21/5/2010	20:00:00	195	805858	131132	3	8
21/5/2010	20:00:00	699	328458	240594	8	5
21/5/2010	20:00:00	779	492404	333823	7	4
21/5/2010	20:00:00	782	320934	721000	4	1
21/5/2010	20:00:00	1038	120700	219621	2	7
21/5/2010	20:00:00	1081	612043	355492	1	6
28/5/2010	11:00:00	117	946049	721000	8	3
28/5/2010	11:00:00	208	780773	959732	4	7
28/5/2010	11:00:00	383	303998	799046	5	8
28/5/2010	11:00:00	434	889937	850941	6	1
28/5/2010	11:00:00	447	464108	765741	2	5
28/5/2010	11:00:00	755	677154	928043	1	4
28/5/2010	11:00:00	786	238724	825637	7	2
28/5/2010	11:00:00	790	986732	426665	3	6
28/5/2010	12:00:00	178	272950	790516	8	3
28/5/2010	12:00:00	600	362145	848045	1	4
28/5/2010	12:00:00	633	602021	802157	7	2
28/5/2010	12:00:00	727	328458	850351	4	7
28/5/2010	12:00:00	829	254075	314056	3	6
28/5/2010	12:00:00	1014	447300	931212	6	1
28/5/2010	12:00:00	1108	800995	782336	5	8
28/5/2010	12:00:00	1122	393081	539827	2	5
28/5/2010	13:00:00	53	700982	959732	6	1
28/5/2010	13:00:00	57	838400	850351	1	4
28/5/2010	13:00:00	185	868404	111456	3	6
28/5/2010	13:00:00	204	986732	509388	4	7
28/5/2010	13:00:00	291	861194	111456	2	5
28/5/2010	13:00:00	314	118028	328199	7	2
28/5/2010	13:00:00	336	464108	241875	8	3
28/5/2010	13:00:00	423	955713	790516	5	8
28/5/2010	14:00:00	33	574762	705133	8	3
28/5/2010	14:00:00	54	635090	114366	7	2
28/5/2010	14:00:00	327	310343	787143	2	5
28/5/2010	14:00:00	100	772943	730316	6	1
28/5/2010	14:00:00	617	635090	782336	1	4
28/5/2010	14:00:00	653	630739	989464	3	6
28/5/2010	14:00:00	732	566232	850351	4	7
28/5/2010	14:00:00	803	786197	782336	5	8
28/5/2010	15:00:00	93	864023	255332	1	4
28/5/2010	15:00:00	318	412499	978375	4	7
28/5/2010	15:00:00	371	367509	643694	7	2
28/5/2010	15:00:00	406	986945	619083	5	8
28/5/2010	15:00:00	530	864023	455628	6	1
28/5/2010	15:00:00	554	413027	709977	2	5
28/5/2010	15:00:00	686	768421	254734	8	3
28/5/2010	15:00:00	1093	800935	509388	3	6
28/5/2010	16:00:00	19	249146	283978	6	1
28/5/2010	16:00:00	316	567203	977118	8	3
28/5/2010	16:00:00	404	861470	740142	5	8
28/5/2010	16:00:00	694	925004	151200	3	6
28/5/2010	16:00:00	859	206264	173571	2	5
28/5/2010	16:00:00	869	289182	968489	4	7
28/5/2010	16:00:00	1088	958254	993930	1	4
28/5/2010	16:00:00	1128	561648	450417	7	2
28/5/2010	17:00:00	93	270790	834539	2	5
28/5/2010	17:00:00	128	800935	783531	4	7
28/5/2010	17:00:00	136	862404	440714	6	1
28/5/2010	17:00:00	162	649396	229925	7	2
28/5/2010	17:00:00	192	378560	151200	8	3
28/5/2010	17:00:00	199	635090	709977	5	8
28/5/2010	17:00:00	515	889937	619083	3	6
28/5/2010	17:00:00	946	478532	249592	1	4
28/5/2010	18:00:00	23	808974	547811	8	3
28/5/2010	18:00:00	171	296796	357060	2	5
28/5/2010	18:00:00	254	328458	859454	1	4
28/5/2010	18:00:00	888	237478	269418	4	7
28/5/2010	18:00:00	901	780773	530075	7	2
28/5/2010	18:00:00	908	839822	877436	3	6
28/5/2010	18:00:00	914	719230	314056	5	8
28/5/2010	18:00:00	1018	407465	718092	6	1
28/5/2010	19:00:00	154	764538	977118	1	4
28/5/2010	19:00:00	472	237777	242451	2	5
28/5/2010	19:00:00	813	128084	255332	8	3
28/5/2010	19:00:00	859	290547	266989	4	7
28/5/2010	19:00:00	883	407465	526023	3	6
28/5/2010	19:00:00	947	249146	850941	5	8
28/5/2010	19:00:00	1025	954965	580445	6	1
28/5/2010	19:00:00	1076	393081	718092	7	2
28/5/2010	20:00:00	189	243611	173571	8	3
28/5/2010	20:00:00	347	289182	850351	6	1
28/5/2010	20:00:00	354	901878	314056	7	2
28/5/2010	20:00:00	464	986732	400612	5	8
28/5/2010	20:00:00	493	666141	412000	4	7
