DATE	TIME	TYPE	FIELD	DISTANCE	PRIZE_1	PRIZE_2	PRIZE_3
29/10/2010	12:00:00	Simple	Grass	1600	5000	2000	1000
29/10/2010	13:00:00	Simple	Synthetic	1800	5000	2000	1000
29/10/2010	14:00:00	Simple	Other	1600	5000	2000	1000
29/10/2010	15:00:00	Other	Sand	1800	5000	2000	1000
29/10/2010	16:00:00	Cup	Grass	1200	5000	2000	1000
29/10/2010	17:00:00	Simple	Synthetic	1800	5000	2000	1000
29/10/2010	18:00:00	Simple	Sand	1400	5000	2000	1000
29/10/2010	19:00:00	Other	Sand	1800	5000	2000	1000
29/10/2010	20:00:00	Cup	Sand	1400	5000	2000	1000
5/11/2010	11:00:00	Simple	Sand	1200	5000	2000	1000
5/11/2010	12:00:00	Simple	Grass	1600	5000	2000	1000
5/11/2010	13:00:00	Cup	Sand	1400	5000	2000	1000
5/11/2010	14:00:00	Cup	Other	2000	5000	2000	1000
5/11/2010	15:00:00	Cup	Grass	1800	5000	2000	1000
5/11/2010	16:00:00	Other	Other	1600	5000	2000	1000
5/11/2010	17:00:00	Simple	Other	1400	5000	2000	1000
5/11/2010	18:00:00	Cup	Other	1600	5000	2000	1000
5/11/2010	19:00:00	Other	Other	1200	5000	2000	1000
5/11/2010	20:00:00	Other	Other	1200	5000	2000	1000
12/11/2010	11:00:00	Cup	Other	1600	5000	2000	1000
12/11/2010	12:00:00	Cup	Sand	2000	5000	2000	1000
12/11/2010	13:00:00	Cup	Other	1200	5000	2000	1000
12/11/2010	14:00:00	Other	Other	1400	5000	2000	1000
12/11/2010	15:00:00	Simple	Grass	1400	5000	2000	1000
12/11/2010	16:00:00	Cup	Sand	1400	5000	2000	1000
12/11/2010	17:00:00	Cup	Synthetic	1800	5000	2000	1000
12/11/2010	18:00:00	Other	Grass	1400	5000	2000	1000
12/11/2010	19:00:00	Simple	Other	1800	5000	2000	1000
12/11/2010	20:00:00	Other	Synthetic	1800	5000	2000	1000
19/11/2010	11:00:00	Simple	Sand	1600	5000	2000	1000
19/11/2010	12:00:00	Cup	Synthetic	1600	5000	2000	1000
19/11/2010	13:00:00	Simple	Synthetic	1600	5000	2000	1000
19/11/2010	14:00:00	Cup	Sand	1400	5000	2000	1000
19/11/2010	15:00:00	Other	Other	2000	5000	2000	1000
19/11/2010	16:00:00	Simple	Grass	1600	5000	2000	1000
19/11/2010	17:00:00	Simple	Sand	2000	5000	2000	1000
19/11/2010	18:00:00	Simple	Synthetic	1800	5000	2000	1000
19/11/2010	19:00:00	Other	Other	1600	5000	2000	1000
19/11/2010	20:00:00	Cup	Sand	1400	5000	2000	1000
26/11/2010	11:00:00	Cup	Other	1200	5000	2000	1000
26/11/2010	12:00:00	Cup	Grass	1600	5000	2000	1000
26/11/2010	13:00:00	Simple	Other	1600	5000	2000	1000
26/11/2010	14:00:00	Cup	Other	1400	5000	2000	1000
26/11/2010	15:00:00	Other	Other	1200	5000	2000	1000
26/11/2010	16:00:00	Simple	Synthetic	2000	5000	2000	1000
26/11/2010	17:00:00	Simple	Synthetic	2000	5000	2000	1000
26/11/2010	18:00:00	Cup	Grass	2000	5000	2000	1000
26/11/2010	19:00:00	Other	Other	1800	5000	2000	1000
26/11/2010	20:00:00	Simple	Other	1600	5000	2000	1000
3/12/2010	11:00:00	Simple	Synthetic	2000	5000	2000	1000
3/12/2010	12:00:00	Other	Sand	1200	5000	2000	1000
3/12/2010	13:00:00	Other	Grass	2000	5000	2000	1000
3/12/2010	14:00:00	Simple	Sand	1600	5000	2000	1000
3/12/2010	15:00:00	Simple	Grass	1200	5000	2000	1000
3/12/2010	16:00:00	Cup	Synthetic	2000	5000	2000	1000
3/12/2010	17:00:00	Simple	Other	1200	5000	2000	1000
3/12/2010	18:00:00	Cup	Grass	2000	5000	2000	1000
3/12/2010	19:00:00	Simple	Grass	1400	5000	2000	1000
3/12/2010	20:00:00	Simple	Other	1800	5000	2000	1000
10/12/2010	11:00:00	Cup	Sand	1200	5000	2000	1000
10/12/2010	12:00:00	Cup	Sand	2000	5000	2000	1000
10/12/2010	13:00:00	Cup	Sand	1400	5000	2000	1000
10/12/2010	14:00:00	Simple	Other	1600	5000	2000	1000
10/12/2010	15:00:00	Cup	Other	1600	5000	2000	1000
10/12/2010	16:00:00	Other	Grass	1800	5000	2000	1000
10/12/2010	17:00:00	Simple	Sand	1600	5000	2000	1000
10/12/2010	18:00:00	Simple	Sand	1400	5000	2000	1000
10/12/2010	19:00:00	Simple	Grass	1200	5000	2000	1000
10/12/2010	20:00:00	Other	Other	1800	5000	2000	1000
17/12/2010	11:00:00	Other	Sand	2000	5000	2000	1000
17/12/2010	12:00:00	Other	Synthetic	1200	5000	2000	1000
17/12/2010	13:00:00	Other	Synthetic	1800	5000	2000	1000
17/12/2010	14:00:00	Simple	Grass	2000	5000	2000	1000
17/12/2010	15:00:00	Other	Sand	1600	5000	2000	1000
17/12/2010	16:00:00	Other	Other	1600	5000	2000	1000
17/12/2010	17:00:00	Cup	Sand	1200	5000	2000	1000
17/12/2010	18:00:00	Simple	Grass	1200	5000	2000	1000
17/12/2010	19:00:00	Simple	Grass	1600	5000	2000	1000
17/12/2010	20:00:00	Cup	Other	1600	5000	2000	1000
24/12/2010	11:00:00	Cup	Sand	2000	5000	2000	1000
24/12/2010	12:00:00	Cup	Other	2000	5000	2000	1000
24/12/2010	13:00:00	Simple	Sand	1400	5000	2000	1000
24/12/2010	14:00:00	Simple	Grass	1200	5000	2000	1000
24/12/2010	15:00:00	Simple	Other	1200	5000	2000	1000
24/12/2010	16:00:00	Cup	Other	1200	5000	2000	1000
24/12/2010	17:00:00	Other	Grass	2000	5000	2000	1000
24/12/2010	18:00:00	Other	Synthetic	1800	5000	2000	1000
24/12/2010	19:00:00	Cup	Grass	1200	5000	2000	1000
24/12/2010	20:00:00	Other	Other	1400	5000	2000	1000
31/12/2010	11:00:00	Other	Other	1600	5000	2000	1000
31/12/2010	12:00:00	Cup	Synthetic	1800	5000	2000	1000
31/12/2010	13:00:00	Other	Grass	1400	5000	2000	1000
31/12/2010	14:00:00	Cup	Grass	1600	5000	2000	1000
31/12/2010	15:00:00	Cup	Sand	1600	5000	2000	1000
31/12/2010	16:00:00	Cup	Other	1400	5000	2000	1000
31/12/2010	17:00:00	Simple	Sand	1400	5000	2000	1000
31/12/2010	18:00:00	Cup	Grass	1800	5000	2000	1000
31/12/2010	19:00:00	Simple	Grass	1800	5000	2000	1000
31/12/2010	20:00:00	Cup	Synthetic	2000	5000	2000	1000
7/1/2011	11:00:00	Simple	Other	1400	5000	2000	1000
7/1/2011	12:00:00	Other	Other	1600	5000	2000	1000
7/1/2011	13:00:00	Cup	Other	1600	5000	2000	1000
7/1/2011	14:00:00	Other	Grass	1800	5000	2000	1000
7/1/2011	15:00:00	Cup	Synthetic	1800	5000	2000	1000
7/1/2011	16:00:00	Cup	Grass	1400	5000	2000	1000
7/1/2011	17:00:00	Cup	Sand	1400	5000	2000	1000
7/1/2011	18:00:00	Cup	Other	2000	5000	2000	1000
7/1/2011	19:00:00	Cup	Grass	1400	5000	2000	1000
7/1/2011	20:00:00	Cup	Synthetic	1200	5000	2000	1000
14/1/2011	11:00:00	Cup	Grass	1200	5000	2000	1000
14/1/2011	12:00:00	Cup	Other	1800	5000	2000	1000
14/1/2011	13:00:00	Simple	Synthetic	2000	5000	2000	1000
14/1/2011	14:00:00	Simple	Synthetic	1200	5000	2000	1000
14/1/2011	15:00:00	Other	Other	2000	5000	2000	1000
14/1/2011	16:00:00	Simple	Sand	1800	5000	2000	1000
14/1/2011	17:00:00	Cup	Other	1200	5000	2000	1000
14/1/2011	18:00:00	Simple	Other	1200	5000	2000	1000
14/1/2011	19:00:00	Cup	Grass	1400	5000	2000	1000
14/1/2011	20:00:00	Cup	Synthetic	2000	5000	2000	1000
21/1/2011	11:00:00	Simple	Sand	1800	5000	2000	1000
21/1/2011	12:00:00	Other	Synthetic	1400	5000	2000	1000
21/1/2011	13:00:00	Simple	Synthetic	1200	5000	2000	1000
21/1/2011	14:00:00	Cup	Other	1600	5000	2000	1000
21/1/2011	15:00:00	Cup	Sand	2000	5000	2000	1000
21/1/2011	16:00:00	Other	Other	2000	5000	2000	1000
21/1/2011	17:00:00	Cup	Sand	1800	5000	2000	1000
21/1/2011	18:00:00	Simple	Sand	1600	5000	2000	1000
21/1/2011	19:00:00	Other	Sand	1800	5000	2000	1000
21/1/2011	20:00:00	Simple	Synthetic	2000	5000	2000	1000
28/1/2011	11:00:00	Other	Synthetic	1200	5000	2000	1000
28/1/2011	12:00:00	Simple	Synthetic	1800	5000	2000	1000
28/1/2011	13:00:00	Other	Other	2000	5000	2000	1000
28/1/2011	14:00:00	Simple	Grass	1600	5000	2000	1000
28/1/2011	15:00:00	Cup	Grass	2000	5000	2000	1000
28/1/2011	16:00:00	Simple	Other	2000	5000	2000	1000
28/1/2011	17:00:00	Simple	Synthetic	1600	5000	2000	1000
28/1/2011	18:00:00	Cup	Sand	2000	5000	2000	1000
28/1/2011	19:00:00	Simple	Grass	1400	5000	2000	1000
28/1/2011	20:00:00	Other	Synthetic	1400	5000	2000	1000
4/2/2011	11:00:00	Other	Sand	1600	5000	2000	1000
4/2/2011	12:00:00	Simple	Synthetic	1600	5000	2000	1000
4/2/2011	13:00:00	Simple	Other	2000	5000	2000	1000
4/2/2011	14:00:00	Simple	Sand	1600	5000	2000	1000
4/2/2011	15:00:00	Cup	Synthetic	1400	5000	2000	1000
4/2/2011	16:00:00	Other	Grass	1200	5000	2000	1000
4/2/2011	17:00:00	Cup	Synthetic	1200	5000	2000	1000
4/2/2011	18:00:00	Other	Synthetic	1600	5000	2000	1000
4/2/2011	19:00:00	Cup	Grass	1600	5000	2000	1000
4/2/2011	20:00:00	Other	Other	1400	5000	2000	1000
11/2/2011	11:00:00	Cup	Sand	1400	5000	2000	1000
11/2/2011	12:00:00	Other	Other	1400	5000	2000	1000
11/2/2011	13:00:00	Other	Other	1800	5000	2000	1000
11/2/2011	14:00:00	Simple	Other	1200	5000	2000	1000
11/2/2011	15:00:00	Cup	Other	2000	5000	2000	1000
11/2/2011	16:00:00	Other	Synthetic	1200	5000	2000	1000
11/2/2011	17:00:00	Cup	Grass	1600	5000	2000	1000
11/2/2011	18:00:00	Cup	Grass	1400	5000	2000	1000
11/2/2011	19:00:00	Other	Other	1400	5000	2000	1000
11/2/2011	20:00:00	Other	Grass	1600	5000	2000	1000
18/2/2011	11:00:00	Simple	Grass	2000	5000	2000	1000
18/2/2011	12:00:00	Other	Sand	1400	5000	2000	1000
18/2/2011	13:00:00	Other	Grass	1800	5000	2000	1000
18/2/2011	14:00:00	Simple	Grass	1400	5000	2000	1000
18/2/2011	15:00:00	Cup	Grass	1800	5000	2000	1000
18/2/2011	16:00:00	Cup	Grass	1400	5000	2000	1000
18/2/2011	17:00:00	Simple	Grass	2000	5000	2000	1000
18/2/2011	18:00:00	Cup	Other	2000	5000	2000	1000
18/2/2011	19:00:00	Other	Synthetic	2000	5000	2000	1000
18/2/2011	20:00:00	Simple	Grass	1200	5000	2000	1000
25/2/2011	11:00:00	Simple	Other	1800	5000	2000	1000
25/2/2011	12:00:00	Simple	Synthetic	1800	5000	2000	1000
25/2/2011	13:00:00	Other	Other	2000	5000	2000	1000
25/2/2011	14:00:00	Simple	Other	1200	5000	2000	1000
25/2/2011	15:00:00	Simple	Other	2000	5000	2000	1000
25/2/2011	16:00:00	Other	Synthetic	1200	5000	2000	1000
25/2/2011	17:00:00	Cup	Grass	2000	5000	2000	1000
25/2/2011	18:00:00	Cup	Synthetic	1200	5000	2000	1000
25/2/2011	19:00:00	Other	Sand	1600	5000	2000	1000
25/2/2011	20:00:00	Simple	Grass	1800	5000	2000	1000
4/3/2011	11:00:00	Other	Other	1600	5000	2000	1000
4/3/2011	12:00:00	Cup	Other	1600	5000	2000	1000
4/3/2011	13:00:00	Cup	Other	2000	5000	2000	1000
4/3/2011	14:00:00	Simple	Grass	1200	5000	2000	1000
4/3/2011	15:00:00	Cup	Other	1600	5000	2000	1000
4/3/2011	16:00:00	Cup	Other	1400	5000	2000	1000
4/3/2011	17:00:00	Other	Sand	1200	5000	2000	1000
4/3/2011	18:00:00	Simple	Other	1400	5000	2000	1000
4/3/2011	19:00:00	Cup	Grass	1600	5000	2000	1000
4/3/2011	20:00:00	Other	Synthetic	1800	5000	2000	1000
11/3/2011	11:00:00	Other	Synthetic	1200	5000	2000	1000
11/3/2011	12:00:00	Simple	Sand	1800	5000	2000	1000
11/3/2011	13:00:00	Other	Synthetic	1400	5000	2000	1000
11/3/2011	14:00:00	Cup	Grass	1200	5000	2000	1000
11/3/2011	15:00:00	Other	Grass	1800	5000	2000	1000
11/3/2011	16:00:00	Other	Synthetic	2000	5000	2000	1000
11/3/2011	17:00:00	Simple	Other	1400	5000	2000	1000
11/3/2011	18:00:00	Other	Synthetic	2000	5000	2000	1000
11/3/2011	19:00:00	Simple	Synthetic	1200	5000	2000	1000
11/3/2011	20:00:00	Other	Other	1200	5000	2000	1000
18/3/2011	11:00:00	Other	Sand	2000	5000	2000	1000
18/3/2011	12:00:00	Cup	Grass	1600	5000	2000	1000
18/3/2011	13:00:00	Cup	Synthetic	1800	5000	2000	1000
18/3/2011	14:00:00	Other	Other	1200	5000	2000	1000
18/3/2011	15:00:00	Cup	Other	1600	5000	2000	1000
18/3/2011	16:00:00	Cup	Grass	1400	5000	2000	1000
18/3/2011	17:00:00	Cup	Other	2000	5000	2000	1000
18/3/2011	18:00:00	Simple	Other	1400	5000	2000	1000
18/3/2011	19:00:00	Other	Other	1600	5000	2000	1000
18/3/2011	20:00:00	Cup	Synthetic	1800	5000	2000	1000
25/3/2011	11:00:00	Other	Grass	1200	5000	2000	1000
25/3/2011	12:00:00	Cup	Synthetic	1200	5000	2000	1000
25/3/2011	13:00:00	Simple	Synthetic	1600	5000	2000	1000
25/3/2011	14:00:00	Other	Other	1200	5000	2000	1000
25/3/2011	15:00:00	Other	Grass	1400	5000	2000	1000
25/3/2011	16:00:00	Cup	Other	1200	5000	2000	1000
25/3/2011	17:00:00	Simple	Sand	1200	5000	2000	1000
25/3/2011	18:00:00	Cup	Sand	1200	5000	2000	1000
25/3/2011	19:00:00	Cup	Grass	1800	5000	2000	1000
25/3/2011	20:00:00	Cup	Synthetic	1800	5000	2000	1000
1/4/2011	11:00:00	Cup	Other	1400	5000	2000	1000
1/4/2011	12:00:00	Other	Synthetic	2000	5000	2000	1000
1/4/2011	13:00:00	Cup	Grass	1600	5000	2000	1000
1/4/2011	14:00:00	Simple	Sand	2000	5000	2000	1000
1/4/2011	15:00:00	Other	Synthetic	1200	5000	2000	1000
1/4/2011	16:00:00	Cup	Sand	2000	5000	2000	1000
1/4/2011	17:00:00	Other	Other	1400	5000	2000	1000
1/4/2011	18:00:00	Other	Other	2000	5000	2000	1000
1/4/2011	19:00:00	Simple	Other	1200	5000	2000	1000
1/4/2011	20:00:00	Cup	Sand	1400	5000	2000	1000
8/4/2011	11:00:00	Other	Other	2000	5000	2000	1000
8/4/2011	12:00:00	Other	Sand	2000	5000	2000	1000
8/4/2011	13:00:00	Other	Other	2000	5000	2000	1000
8/4/2011	14:00:00	Simple	Sand	2000	5000	2000	1000
8/4/2011	15:00:00	Simple	Sand	1200	5000	2000	1000
8/4/2011	16:00:00	Simple	Sand	2000	5000	2000	1000
8/4/2011	17:00:00	Cup	Synthetic	1600	5000	2000	1000
8/4/2011	18:00:00	Simple	Other	2000	5000	2000	1000
8/4/2011	19:00:00	Other	Synthetic	2000	5000	2000	1000
8/4/2011	20:00:00	Simple	Grass	1200	5000	2000	1000
15/4/2011	11:00:00	Cup	Grass	1600	5000	2000	1000
15/4/2011	12:00:00	Cup	Other	1400	5000	2000	1000
15/4/2011	13:00:00	Cup	Grass	1600	5000	2000	1000
15/4/2011	14:00:00	Cup	Sand	1800	5000	2000	1000
15/4/2011	15:00:00	Other	Other	1400	5000	2000	1000
15/4/2011	16:00:00	Other	Other	1600	5000	2000	1000
15/4/2011	17:00:00	Cup	Synthetic	1800	5000	2000	1000
15/4/2011	18:00:00	Cup	Other	2000	5000	2000	1000
15/4/2011	19:00:00	Simple	Synthetic	1800	5000	2000	1000
15/4/2011	20:00:00	Other	Sand	2000	5000	2000	1000
22/4/2011	11:00:00	Simple	Grass	1400	5000	2000	1000
22/4/2011	12:00:00	Cup	Other	1600	5000	2000	1000
22/4/2011	13:00:00	Other	Sand	1400	5000	2000	1000
22/4/2011	14:00:00	Simple	Other	1800	5000	2000	1000
22/4/2011	15:00:00	Cup	Grass	1200	5000	2000	1000
22/4/2011	16:00:00	Other	Synthetic	2000	5000	2000	1000
22/4/2011	17:00:00	Other	Grass	1400	5000	2000	1000
22/4/2011	18:00:00	Other	Sand	1600	5000	2000	1000
22/4/2011	19:00:00	Other	Synthetic	1800	5000	2000	1000
22/4/2011	20:00:00	Other	Other	1600	5000	2000	1000
29/4/2011	11:00:00	Other	Grass	1400	5000	2000	1000
29/4/2011	12:00:00	Simple	Other	1600	5000	2000	1000
29/4/2011	13:00:00	Simple	Other	1400	5000	2000	1000
29/4/2011	14:00:00	Simple	Other	1200	5000	2000	1000
29/4/2011	15:00:00	Cup	Synthetic	1800	5000	2000	1000
29/4/2011	16:00:00	Simple	Synthetic	1200	5000	2000	1000
29/4/2011	17:00:00	Cup	Synthetic	2000	5000	2000	1000
29/4/2011	18:00:00	Cup	Grass	1200	5000	2000	1000
29/4/2011	19:00:00	Simple	Sand	2000	5000	2000	1000
29/4/2011	20:00:00	Cup	Sand	1600	5000	2000	1000
6/5/2011	11:00:00	Simple	Sand	1600	5000	2000	1000
6/5/2011	12:00:00	Simple	Grass	1800	5000	2000	1000
6/5/2011	13:00:00	Simple	Other	1200	5000	2000	1000
6/5/2011	14:00:00	Cup	Other	1800	5000	2000	1000
6/5/2011	15:00:00	Simple	Synthetic	1400	5000	2000	1000
6/5/2011	16:00:00	Other	Synthetic	2000	5000	2000	1000
6/5/2011	17:00:00	Cup	Sand	1400	5000	2000	1000
6/5/2011	18:00:00	Cup	Sand	1400	5000	2000	1000
6/5/2011	19:00:00	Cup	Grass	2000	5000	2000	1000
6/5/2011	20:00:00	Simple	Grass	1600	5000	2000	1000
13/5/2011	11:00:00	Simple	Synthetic	1600	5000	2000	1000
13/5/2011	12:00:00	Simple	Grass	1600	5000	2000	1000
13/5/2011	13:00:00	Cup	Other	1600	5000	2000	1000
13/5/2011	14:00:00	Other	Synthetic	1800	5000	2000	1000
13/5/2011	15:00:00	Other	Synthetic	1800	5000	2000	1000
13/5/2011	16:00:00	Cup	Synthetic	1200	5000	2000	1000
13/5/2011	17:00:00	Cup	Sand	1400	5000	2000	1000
13/5/2011	18:00:00	Other	Synthetic	1600	5000	2000	1000
13/5/2011	19:00:00	Simple	Grass	1400	5000	2000	1000
13/5/2011	20:00:00	Simple	Sand	1600	5000	2000	1000
20/5/2011	11:00:00	Cup	Synthetic	1200	5000	2000	1000
20/5/2011	12:00:00	Simple	Sand	1200	5000	2000	1000
20/5/2011	13:00:00	Other	Grass	1400	5000	2000	1000
20/5/2011	14:00:00	Simple	Grass	1400	5000	2000	1000
20/5/2011	15:00:00	Simple	Synthetic	1400	5000	2000	1000
20/5/2011	16:00:00	Cup	Other	2000	5000	2000	1000
20/5/2011	17:00:00	Cup	Synthetic	1400	5000	2000	1000
20/5/2011	18:00:00	Other	Sand	1800	5000	2000	1000
20/5/2011	19:00:00	Cup	Other	1600	5000	2000	1000
20/5/2011	20:00:00	Other	Synthetic	1200	5000	2000	1000
27/5/2011	11:00:00	Simple	Other	1400	5000	2000	1000
27/5/2011	12:00:00	Simple	Grass	1600	5000	2000	1000
27/5/2011	13:00:00	Other	Synthetic	2000	5000	2000	1000
27/5/2011	14:00:00	Other	Other	1600	5000	2000	1000
27/5/2011	15:00:00	Cup	Other	1200	5000	2000	1000
27/5/2011	16:00:00	Simple	Other	2000	5000	2000	1000
27/5/2011	17:00:00	Simple	Other	2000	5000	2000	1000
27/5/2011	18:00:00	Other	Synthetic	1600	5000	2000	1000
27/5/2011	19:00:00	Other	Other	2000	5000	2000	1000
27/5/2011	20:00:00	Cup	Sand	1800	5000	2000	1000
3/6/2011	11:00:00	Simple	Synthetic	1400	5000	2000	1000
3/6/2011	12:00:00	Simple	Synthetic	2000	5000	2000	1000
3/6/2011	13:00:00	Cup	Other	2000	5000	2000	1000
3/6/2011	14:00:00	Simple	Grass	1800	5000	2000	1000
3/6/2011	15:00:00	Cup	Synthetic	2000	5000	2000	1000
3/6/2011	16:00:00	Simple	Grass	1400	5000	2000	1000
3/6/2011	17:00:00	Simple	Other	1200	5000	2000	1000
3/6/2011	18:00:00	Other	Sand	1800	5000	2000	1000
3/6/2011	19:00:00	Other	Synthetic	1800	5000	2000	1000
3/6/2011	20:00:00	Cup	Grass	1800	5000	2000	1000
10/6/2011	11:00:00	Other	Other	2000	5000	2000	1000
10/6/2011	12:00:00	Other	Sand	1800	5000	2000	1000
10/6/2011	13:00:00	Simple	Sand	2000	5000	2000	1000
10/6/2011	14:00:00	Cup	Other	1800	5000	2000	1000
10/6/2011	15:00:00	Other	Other	1400	5000	2000	1000
10/6/2011	16:00:00	Simple	Other	1800	5000	2000	1000
10/6/2011	17:00:00	Simple	Grass	1400	5000	2000	1000
10/6/2011	18:00:00	Simple	Sand	1400	5000	2000	1000
10/6/2011	19:00:00	Other	Grass	1800	5000	2000	1000
10/6/2011	20:00:00	Simple	Other	1200	5000	2000	1000
17/6/2011	11:00:00	Simple	Other	1200	5000	2000	1000
17/6/2011	12:00:00	Simple	Synthetic	1400	5000	2000	1000
17/6/2011	13:00:00	Cup	Grass	2000	5000	2000	1000
17/6/2011	14:00:00	Simple	Synthetic	1200	5000	2000	1000
17/6/2011	15:00:00	Cup	Synthetic	1200	5000	2000	1000
17/6/2011	16:00:00	Simple	Synthetic	1600	5000	2000	1000
17/6/2011	17:00:00	Other	Grass	1600	5000	2000	1000
17/6/2011	18:00:00	Simple	Other	2000	5000	2000	1000
17/6/2011	19:00:00	Cup	Grass	1400	5000	2000	1000
17/6/2011	20:00:00	Simple	Synthetic	1600	5000	2000	1000
24/6/2011	11:00:00	Other	Synthetic	1600	5000	2000	1000
24/6/2011	12:00:00	Cup	Synthetic	1200	5000	2000	1000
24/6/2011	13:00:00	Cup	Other	1600	5000	2000	1000
24/6/2011	14:00:00	Simple	Sand	1400	5000	2000	1000
24/6/2011	15:00:00	Simple	Grass	1800	5000	2000	1000
24/6/2011	16:00:00	Cup	Sand	1400	5000	2000	1000
24/6/2011	17:00:00	Simple	Sand	1400	5000	2000	1000
24/6/2011	18:00:00	Simple	Synthetic	1200	5000	2000	1000
24/6/2011	19:00:00	Other	Sand	1200	5000	2000	1000
24/6/2011	20:00:00	Cup	Synthetic	2000	5000	2000	1000
1/7/2011	11:00:00	Simple	Synthetic	2000	5000	2000	1000
1/7/2011	12:00:00	Other	Other	1600	5000	2000	1000
1/7/2011	13:00:00	Simple	Other	1400	5000	2000	1000
1/7/2011	14:00:00	Simple	Grass	1400	5000	2000	1000
1/7/2011	15:00:00	Cup	Synthetic	1200	5000	2000	1000
1/7/2011	16:00:00	Simple	Grass	1800	5000	2000	1000
1/7/2011	17:00:00	Simple	Other	2000	5000	2000	1000
1/7/2011	18:00:00	Simple	Sand	1600	5000	2000	1000
1/7/2011	19:00:00	Other	Grass	1400	5000	2000	1000
1/7/2011	20:00:00	Cup	Grass	1800	5000	2000	1000
8/7/2011	11:00:00	Simple	Grass	1800	5000	2000	1000
8/7/2011	12:00:00	Other	Other	1400	5000	2000	1000
8/7/2011	13:00:00	Cup	Grass	1800	5000	2000	1000
8/7/2011	14:00:00	Cup	Sand	2000	5000	2000	1000
8/7/2011	15:00:00	Simple	Grass	1800	5000	2000	1000
8/7/2011	16:00:00	Cup	Sand	1800	5000	2000	1000
8/7/2011	17:00:00	Simple	Synthetic	1600	5000	2000	1000
8/7/2011	18:00:00	Simple	Sand	1200	5000	2000	1000
8/7/2011	19:00:00	Simple	Other	1800	5000	2000	1000
8/7/2011	20:00:00	Simple	Grass	1200	5000	2000	1000
15/7/2011	11:00:00	Cup	Synthetic	2000	5000	2000	1000
15/7/2011	12:00:00	Simple	Grass	2000	5000	2000	1000
15/7/2011	13:00:00	Other	Other	1400	5000	2000	1000
15/7/2011	14:00:00	Cup	Sand	2000	5000	2000	1000
15/7/2011	15:00:00	Other	Grass	1800	5000	2000	1000
15/7/2011	16:00:00	Other	Sand	2000	5000	2000	1000
15/7/2011	17:00:00	Other	Sand	1800	5000	2000	1000
15/7/2011	18:00:00	Simple	Synthetic	1200	5000	2000	1000
15/7/2011	19:00:00	Cup	Synthetic	1200	5000	2000	1000
15/7/2011	20:00:00	Other	Synthetic	1400	5000	2000	1000
22/7/2011	11:00:00	Simple	Sand	1600	5000	2000	1000
22/7/2011	12:00:00	Cup	Grass	1600	5000	2000	1000
22/7/2011	13:00:00	Simple	Sand	1600	5000	2000	1000
22/7/2011	14:00:00	Cup	Synthetic	1200	5000	2000	1000
22/7/2011	15:00:00	Simple	Other	1200	5000	2000	1000
22/7/2011	16:00:00	Other	Grass	1200	5000	2000	1000
22/7/2011	17:00:00	Other	Synthetic	1600	5000	2000	1000
22/7/2011	18:00:00	Other	Synthetic	1200	5000	2000	1000
22/7/2011	19:00:00	Simple	Sand	2000	5000	2000	1000
22/7/2011	20:00:00	Other	Other	1800	5000	2000	1000
29/7/2011	11:00:00	Simple	Synthetic	1800	5000	2000	1000
29/7/2011	12:00:00	Other	Other	1800	5000	2000	1000
29/7/2011	13:00:00	Simple	Other	1600	5000	2000	1000
29/7/2011	14:00:00	Cup	Sand	2000	5000	2000	1000
29/7/2011	15:00:00	Cup	Grass	1600	5000	2000	1000
29/7/2011	16:00:00	Cup	Sand	1800	5000	2000	1000
29/7/2011	17:00:00	Cup	Other	1200	5000	2000	1000
29/7/2011	18:00:00	Cup	Other	1200	5000	2000	1000
29/7/2011	19:00:00	Simple	Grass	2000	5000	2000	1000
29/7/2011	20:00:00	Cup	Sand	1600	5000	2000	1000
5/8/2011	11:00:00	Other	Other	1800	5000	2000	1000
5/8/2011	12:00:00	Simple	Sand	1800	5000	2000	1000
5/8/2011	13:00:00	Cup	Other	1200	5000	2000	1000
5/8/2011	14:00:00	Simple	Sand	1800	5000	2000	1000
5/8/2011	15:00:00	Cup	Grass	1200	5000	2000	1000
5/8/2011	16:00:00	Cup	Grass	1800	5000	2000	1000
5/8/2011	17:00:00	Cup	Synthetic	1600	5000	2000	1000
5/8/2011	18:00:00	Simple	Grass	1200	5000	2000	1000
5/8/2011	19:00:00	Other	Synthetic	1600	5000	2000	1000
5/8/2011	20:00:00	Other	Grass	1400	5000	2000	1000
12/8/2011	11:00:00	Other	Grass	1800	5000	2000	1000
12/8/2011	12:00:00	Other	Synthetic	1400	5000	2000	1000
12/8/2011	13:00:00	Cup	Grass	1800	5000	2000	1000
12/8/2011	14:00:00	Simple	Sand	1800	5000	2000	1000
12/8/2011	15:00:00	Other	Other	1600	5000	2000	1000
12/8/2011	16:00:00	Simple	Other	1200	5000	2000	1000
12/8/2011	17:00:00	Other	Other	1400	5000	2000	1000
12/8/2011	18:00:00	Cup	Synthetic	1400	5000	2000	1000
12/8/2011	19:00:00	Simple	Synthetic	1200	5000	2000	1000
12/8/2011	20:00:00	Simple	Other	2000	5000	2000	1000
19/8/2011	11:00:00	Other	Grass	2000	5000	2000	1000
19/8/2011	12:00:00	Cup	Sand	1400	5000	2000	1000
19/8/2011	13:00:00	Simple	Sand	1200	5000	2000	1000
19/8/2011	14:00:00	Simple	Synthetic	1800	5000	2000	1000
19/8/2011	15:00:00	Simple	Grass	1200	5000	2000	1000
